asset_id,asset_type,section_type,zone,age_years,inspection_interval_days,last_inspection_days_ago,overdue_ratio,traffic_density_trains_per_day,max_speed_kmph,load_tonnage_daily,weather_exposure_index,temperature_extremity_index,gradient_curvature_index,condition_rating,corrosion_index,historical_failures_last_2yrs,avg_repair_time_hours,redundancy_available,distance_from_depot_km,passenger_footfall_daily,freight_value_index,trains_affected_if_failure,risk_score,failure_within_30_days,criticality_score,urgency_score,impact_score,final_priority_score
AST-004937,Level_Crossing,Yard,Western,19.29,60,65.4,1.09,9.2,100,1024.4,0.532,0.46,0.483,2.95,0.263,0,29.7,True,118.7,328,0.136,2,0.6329,0,0.2847,0.2908,0.0661,0.3579
AST-004938,Points_and_Crossing,Main_Line,Eastern,8.17,20,33.1,1.656,45.8,130,3941.9,0.76,0.373,0.569,2.49,0.496,0,17.0,False,75.7,2054,0.177,46,0.4673,0,0.8734,0.4415,0.6748,0.6138
AST-004939,Signal,Main_Line,Northern,17.08,15,59.5,3.967,50.6,100,2357.6,0.39,0.324,0.254,2.15,0.367,0,7.8,False,22.4,1139,0.302,43,0.7148,0,0.8,0.8,0.6061,0.7454
AST-004940,Track,Yard,Northern,11.5,30,6.8,0.226,15.0,110,3501.7,0.421,0.306,0.08,5.0,0.262,2,11.7,True,23.7,1009,0.383,4,0.2527,0,0.4165,0.1602,0.184,0.2684
AST-004941,Level_Crossing,Siding,Southern,24.8,60,9.3,0.154,12.7,60,504.6,0.652,0.034,0.732,3.35,0.3,0,13.3,True,37.7,270,0.061,3,0.5387,1,0.2149,0.0412,0.0521,0.2442
AST-004942,Bridge,Siding,NorthEastern,54.14,180,208.1,1.156,15.3,60,1434.7,0.671,0.807,0.386,2.83,0.336,0,4.7,True,16.8,523,0.156,3,0.4927,1,0.2604,0.3083,0.0923,0.3168
AST-004943,Points_and_Crossing,Main_Line,Southern,1.38,20,66.2,3.31,17.1,100,2833.4,0.541,0.612,0.597,2.7,0.441,0,4.6,False,11.6,1604,0.458,19,0.6541,1,0.5915,0.8,0.5361,0.6541
AST-004944,Bridge,Main_Line,Eastern,5.86,180,145.7,0.809,38.1,100,4831.0,0.64,0.833,0.123,4.57,0.215,0,16.1,False,35.1,828,0.478,19,0.2424,0,0.791,0.2159,0.4755,0.4353
AST-004945,Bridge,Main_Line,Southern,64.97,180,645.7,3.587,8.8,100,3757.5,0.504,0.34,0.477,1.81,0.393,1,10.1,False,11.4,859,0.524,5,0.5718,0,0.5636,0.85,0.4055,0.6139
AST-004946,Signal,Yard,Northern,23.08,15,2.3,0.151,12.5,80,847.8,0.154,0.518,0.313,1.52,0.335,0,20.4,False,54.4,220,0.244,10,0.414,0,0.4626,0.0402,0.3255,0.3219
AST-004947,Track,Yard,Central,16.37,30,7.7,0.255,9.5,60,1045.0,0.636,0.822,0.267,4.85,0.418,0,7.8,True,34.3,958,0.301,2,0.056,0,0.21,0.068,0.1517,0.1196
AST-004948,Track,Siding,Eastern,26.08,30,27.9,0.93,3.2,80,1494.5,0.617,0.444,0.324,3.01,0.259,1,19.2,True,12.4,530,0.395,1,0.6247,0,0.2201,0.2981,0.129,0.3473
AST-004949,Track,Yard,Eastern,25.05,30,20.0,0.667,14.5,80,731.1,0.769,0.322,0.174,2.81,0.456,0,16.4,False,33.4,687,0.565,10,0.3696,0,0.4725,0.1778,0.4285,0.3614
AST-004950,Track,Branch_Line,Eastern,32.1,30,15.1,0.503,31.5,80,3020.6,0.768,0.308,0.435,3.55,0.419,0,23.4,True,13.5,854,0.733,6,0.5013,0,0.4541,0.1342,0.2528,0.3581
AST-004951,Track,Branch_Line,Western,35.37,30,16.5,0.549,8.9,100,1165.1,0.501,0.336,0.265,3.0,0.44,0,9.6,False,28.3,1354,0.52,9,0.4818,0,0.4867,0.1464,0.4694,0.3976
AST-004952,OHE,Yard,Western,29.17,45,120.3,2.674,10.0,80,1833.2,0.486,0.401,0.139,1.49,0.315,1,25.7,False,55.8,750,0.26,10,0.4671,0,0.4753,0.7631,0.3729,0.5294
AST-004953,OHE,Yard,Southern,30.59,45,159.5,3.545,35.4,130,1261.2,0.841,0.704,0.287,1.66,0.699,0,14.8,False,8.5,494,0.504,27,0.8168,1,0.7241,0.8,0.4995,0.7372
AST-004954,Track,Branch_Line,Central,14.07,30,15.1,0.504,12.9,130,1478.4,0.328,0.452,0.188,3.94,0.357,1,24.4,False,40.5,940,0.349,11,0.3298,0,0.5804,0.1844,0.4122,0.381
AST-004955,Signal,Branch_Line,Western,7.8,15,9.9,0.657,24.3,60,1629.5,0.586,0.097,0.086,4.04,0.309,0,7.2,False,6.4,1155,0.245,22,0.2586,0,0.5265,0.1752,0.4737,0.3504
AST-004956,Signal,Main_Line,Western,7.44,15,8.5,0.566,27.2,80,2148.8,0.488,0.547,0.122,3.15,0.353,0,13.0,True,10.4,1457,0.026,9,0.1406,0,0.3999,0.1508,0.1792,0.2267
AST-004957,Points_and_Crossing,Yard,NorthEastern,13.5,20,0.7,0.035,11.6,100,2406.8,0.749,0.309,0.187,3.3,0.535,0,17.9,True,46.8,367,0.036,4,0.2482,0,0.3422,0.0093,0.0612,0.1886
AST-004958,Bridge,Branch_Line,Western,28.17,180,157.1,0.873,27.4,80,2237.7,0.483,0.603,0.167,4.32,0.277,0,4.4,False,10.7,1594,0.412,13,0.2457,0,0.6034,0.2327,0.491,0.3866
AST-004959,Points_and_Crossing,Branch_Line,Eastern,19.38,20,58.1,2.907,14.5,100,4150.1,0.726,0.318,0.084,1.68,0.516,0,17.2,False,23.5,431,0.304,11,0.7284,1,0.6132,0.7753,0.3609,0.6504
AST-004960,Signal,Yard,Eastern,10.17,15,25.4,1.696,12.0,130,1929.3,0.883,0.686,0.378,2.43,0.311,0,33.9,True,76.0,613,0.348,2,0.5188,0,0.3879,0.4522,0.1324,0.4049
AST-004961,Level_Crossing,Main_Line,NorthEastern,14.32,60,64.9,1.081,24.4,100,4088.0,0.743,0.428,0.332,2.22,0.403,1,15.4,False,27.0,3289,0.003,26,0.3901,0,0.6775,0.3384,0.6023,0.4952
AST-004962,Track,Branch_Line,Eastern,19.75,30,31.8,1.061,33.1,130,1794.8,0.806,0.22,0.118,2.68,0.47,0,23.4,False,41.5,1982,0.615,28,0.5205,1,0.7244,0.2829,0.6516,0.5419
AST-004963,OHE,Branch_Line,NorthEastern,1.08,45,74.6,1.657,16.9,110,1272.7,0.847,0.116,0.372,4.83,0.451,0,6.2,False,3.0,1240,0.327,8,0.3103,1,0.5625,0.4419,0.4154,0.4346
AST-004964,Points_and_Crossing,Yard,Western,14.33,20,20.4,1.021,8.5,100,2062.5,0.558,0.348,0.095,2.59,0.309,1,14.7,False,38.6,134,0.366,4,0.3427,1,0.5111,0.3224,0.3077,0.3829
AST-004965,Track,Branch_Line,Northern,42.97,30,31.9,1.065,9.3,80,3145.3,0.302,0.195,0.332,1.86,0.411,2,15.4,False,34.5,1738,0.153,6,0.3751,0,0.5102,0.3839,0.4105,0.4231
AST-004966,Points_and_Crossing,Main_Line,Northern,2.56,20,18.3,0.916,38.8,110,3345.6,0.4,0.123,0.414,4.63,0.294,0,8.0,False,47.8,445,0.445,27,0.4178,0,0.7705,0.2444,0.4835,0.4901
AST-004967,OHE,Main_Line,Eastern,11.99,45,155.9,3.465,68.6,60,3089.6,0.934,0.479,0.544,1.74,0.635,0,16.0,False,20.4,893,0.448,78,0.7859,0,0.8081,0.8,0.7141,0.7853
AST-004968,OHE,Main_Line,Central,26.13,45,39.1,0.868,16.7,100,6726.3,0.489,0.34,0.159,3.29,0.33,0,9.4,True,15.2,1045,0.065,2,0.491,1,0.4533,0.2316,0.1117,0.3579
AST-004969,Level_Crossing,Branch_Line,Northern,27.09,60,99.5,1.659,12.5,60,4098.6,0.463,0.299,0.475,1.81,0.256,0,14.9,False,82.2,561,0.144,14,0.5353,1,0.5215,0.4423,0.3572,0.4812
AST-004970,Track,Siding,Western,29.26,30,10.9,0.362,15.0,130,922.5,0.407,0.439,0.556,3.02,0.346,1,18.3,True,25.1,485,0.181,4,0.3891,0,0.3778,0.1465,0.1,0.2817
AST-004971,Track,Main_Line,NorthEastern,23.19,30,3.0,0.1,58.4,60,6065.8,0.781,0.399,0.138,3.27,0.493,0,2.6,False,26.9,1305,0.149,54,0.501,1,0.8545,0.0266,0.6535,0.5113
AST-004972,Bridge,Branch_Line,Western,14.91,180,169.3,0.94,12.0,100,1717.0,0.567,0.133,0.389,3.52,0.296,0,5.6,True,23.8,379,0.555,2,0.2997,0,0.3241,0.2508,0.1542,0.273
AST-004973,Signal,Branch_Line,Northern,22.64,15,5.8,0.388,17.2,100,2005.4,0.377,0.622,0.277,3.06,0.29,0,32.2,True,21.2,665,0.441,3,0.2119,0,0.3674,0.1036,0.1612,0.2239
AST-004974,Bridge,Branch_Line,Central,5.21,180,523.7,2.909,19.6,100,2455.8,0.58,0.079,0.558,2.63,0.253,0,15.9,False,28.7,564,0.678,23,0.3782,0,0.5964,0.7759,0.5168,0.5639
AST-004975,Track,Siding,Western,23.02,30,9.7,0.323,12.2,100,1590.5,0.294,0.676,0.172,3.66,0.179,0,22.9,False,41.3,64,0.146,9,0.3709,0,0.5214,0.0862,0.2871,0.3323
AST-004976,Bridge,Main_Line,Southern,27.37,180,0.3,0.002,42.6,130,1736.0,0.544,0.05,0.199,3.99,0.304,0,27.2,False,13.4,2434,0.501,25,0.4082,0,0.786,0.0005,0.6488,0.4557
AST-004977,Signal,Branch_Line,NorthEastern,20.77,15,57.9,3.86,18.0,100,2317.8,0.615,0.229,0.33,1.91,0.443,1,29.7,False,10.4,287,0.115,18,0.6103,0,0.5817,0.85,0.352,0.6229
AST-004978,Level_Crossing,Branch_Line,Central,15.47,60,2.4,0.04,27.8,110,480.7,0.509,0.27,0.25,3.55,0.352,0,28.2,False,27.6,2174,0.135,20,0.3472,0,0.6115,0.0107,0.5249,0.369
AST-004979,Track,Yard,Eastern,41.51,30,9.3,0.311,4.6,80,1790.8,0.7,0.198,0.22,2.75,0.53,0,17.6,False,50.3,970,0.674,2,0.7201,0,0.4383,0.083,0.4272,0.4324
AST-004980,Track,Branch_Line,Eastern,30.78,30,30.0,0.998,22.6,60,1058.9,0.717,0.13,0.276,3.44,0.478,0,16.6,True,9.2,1045,0.715,6,0.4869,0,0.298,0.2662,0.2651,0.3418
AST-004981,Points_and_Crossing,Main_Line,Eastern,5.92,20,13.2,0.659,45.4,80,3390.8,0.725,0.612,0.433,4.45,0.427,0,18.8,False,85.2,493,0.717,28,0.3334,1,0.7581,0.1758,0.5478,0.4536
AST-004982,Points_and_Crossing,Branch_Line,Western,17.58,20,4.1,0.203,28.7,100,2399.8,0.553,0.985,0.105,3.5,0.365,1,21.1,False,12.2,1114,0.508,30,0.6821,1,0.6554,0.104,0.5695,0.5127
AST-004983,Signal,Main_Line,Southern,15.89,15,54.2,3.614,68.3,60,7352.0,0.728,0.288,0.246,1.17,0.457,0,6.9,False,40.8,235,0.056,60,0.6724,1,0.8654,0.8,0.5807,0.7484
AST-004984,Signal,Yard,Central,7.18,15,24.4,1.63,13.8,100,899.1,0.424,0.75,0.139,2.81,0.322,0,18.0,True,52.1,156,0.042,2,0.5673,1,0.3114,0.4346,0.0331,0.3772
AST-004985,Bridge,Branch_Line,Southern,39.5,180,180.3,1.002,12.8,110,761.7,0.809,0.476,0.109,2.92,0.557,1,9.4,True,24.1,1376,0.084,3,0.475,0,0.3197,0.3171,0.149,0.34
AST-004986,Level_Crossing,Yard,Eastern,12.93,60,64.1,1.069,15.3,60,901.8,0.583,0.191,0.609,3.52,0.212,0,20.4,True,3.2,702,0.484,4,0.3173,1,0.2441,0.285,0.1786,0.2665
AST-004987,Level_Crossing,Siding,Central,23.1,60,63.3,1.056,7.8,130,298.8,0.373,0.543,0.371,3.28,0.329,0,15.6,True,27.4,207,0.057,1,0.4339,0,0.3108,0.2815,0.0345,0.299
AST-004988,Points_and_Crossing,Main_Line,Eastern,8.51,20,53.3,2.664,39.6,60,2606.0,0.77,0.59,0.132,2.16,0.32,0,18.4,False,17.8,3350,0.629,44,0.6401,0,0.6573,0.7103,0.8325,0.6917
AST-004989,Track,Branch_Line,Central,40.9,30,28.4,0.947,11.2,80,1532.6,0.479,0.139,0.746,2.02,0.416,1,9.5,True,22.8,2613,0.404,3,0.4708,0,0.2747,0.3025,0.3161,0.3467
AST-004990,Points_and_Crossing,Branch_Line,Western,8.34,20,3.1,0.156,39.9,80,892.4,0.603,0.524,0.315,4.03,0.335,1,14.8,False,15.1,1657,0.346,20,0.3525,1,0.6469,0.0917,0.524,0.4013
AST-004991,Signal,Branch_Line,Northern,22.93,15,40.0,2.667,30.5,60,2366.5,0.529,0.14,0.223,1.39,0.517,0,13.7,False,31.5,274,0.319,22,0.7004,1,0.5897,0.7111,0.415,0.6271
AST-004992,Points_and_Crossing,Main_Line,NorthEastern,14.72,20,21.2,1.059,37.7,100,4563.4,0.85,0.322,0.261,2.34,0.486,0,7.6,True,52.8,896,0.863,8,0.5338,1,0.5806,0.2825,0.2939,0.449
AST-004993,Signal,Main_Line,NorthEastern,23.98,15,57.5,3.831,39.1,110,5789.8,0.867,0.377,0.342,1.0,0.467,0,12.2,False,48.8,2162,0.031,24,0.7018,0,0.8225,0.8,0.5264,0.7362
AST-004994,Track,Branch_Line,Eastern,14.04,30,26.7,0.891,27.7,80,1530.1,0.609,0.149,0.14,4.09,0.333,0,5.1,True,7.6,474,0.315,8,0.2711,1,0.3847,0.2377,0.1491,0.2785
AST-004995,Track,Branch_Line,Southern,31.3,30,19.9,0.662,27.7,110,2218.2,0.631,0.438,0.397,3.16,0.435,0,16.4,False,20.9,1480,0.413,26,0.5241,1,0.6629,0.1765,0.5576,0.4839
AST-004996,Bridge,Yard,Eastern,77.72,180,51.0,0.283,17.5,100,957.1,0.634,0.69,0.241,2.92,0.436,0,4.1,True,6.3,680,0.735,6,0.5034,0,0.3375,0.0755,0.2388,0.307
AST-004997,Points_and_Crossing,Main_Line,Eastern,6.48,20,79.1,3.954,32.5,80,2395.1,0.939,0.403,0.229,2.74,0.509,1,15.8,False,18.4,1202,0.161,23,0.3584,0,0.6426,0.85,0.4666,0.5828
AST-004998,Points_and_Crossing,Yard,Northern,1.09,20,46.8,2.342,5.0,80,613.8,0.349,0.76,0.594,3.45,0.175,0,22.0,True,8.7,362,0.658,1,0.33,0,0.2057,0.6247,0.1676,0.342
AST-004999,Signal,Branch_Line,NorthEastern,5.5,15,14.9,0.996,26.2,110,2410.0,0.843,0.543,0.118,4.53,0.566,1,16.6,True,85.7,732,0.133,5,0.501,0,0.4583,0.3155,0.1167,0.3842
AST-005000,Track,Branch_Line,Western,3.56,30,21.5,0.717,28.6,110,3879.2,0.407,0.378,0.161,4.53,0.282,0,11.3,False,32.2,438,0.801,15,0.1784,0,0.7188,0.1911,0.4841,0.3896
AST-005001,Points_and_Crossing,Branch_Line,Eastern,15.15,20,23.1,1.155,16.2,110,2610.8,0.662,0.69,0.177,2.11,0.385,0,1.7,True,40.2,1216,0.422,5,0.5971,0,0.3979,0.308,0.215,0.4077
AST-005002,Bridge,Siding,Northern,26.18,180,111.2,0.618,10.8,80,538.7,0.199,0.43,0.158,4.86,0.177,0,24.8,False,31.9,301,0.248,9,0.033,0,0.4422,0.1648,0.3272,0.2328
AST-005003,Track,Main_Line,Central,29.1,30,15.3,0.511,15.9,80,3655.3,0.351,0.7,0.175,4.11,0.33,0,27.7,False,27.1,765,0.379,17,0.4303,0,0.5698,0.1363,0.4387,0.3999
AST-005004,Track,Branch_Line,Central,27.62,30,24.8,0.825,8.1,100,2532.4,0.45,0.563,0.311,2.86,0.365,0,4.0,False,3.8,1881,0.644,6,0.2281,0,0.522,0.22,0.5205,0.3581
AST-005005,Track,Branch_Line,Western,29.18,30,29.6,0.987,28.6,100,1933.9,0.538,0.769,0.076,3.67,0.357,0,7.0,True,16.1,467,0.645,5,0.4208,1,0.4412,0.2633,0.1971,0.354
AST-005006,Track,Siding,Northern,41.48,30,19.6,0.653,3.5,80,1075.6,0.352,0.545,0.47,2.49,0.264,0,22.1,True,14.3,318,0.318,1,0.4629,1,0.2097,0.174,0.0959,0.2597
AST-005007,Bridge,Yard,Western,37.45,180,633.3,3.518,16.6,130,1108.7,0.518,0.871,0.371,2.17,0.331,0,14.4,True,43.6,185,0.241,3,0.414,0,0.3938,0.8,0.081,0.4545
AST-005008,Level_Crossing,Branch_Line,Southern,26.26,60,191.7,3.195,50.0,110,989.8,0.618,0.349,0.271,1.0,0.404,0,5.5,True,19.5,608,0.178,10,0.6174,0,0.5742,0.8,0.1447,0.5792
AST-005009,Points_and_Crossing,Main_Line,Central,1.79,20,15.1,0.754,42.0,100,3048.0,0.404,0.873,0.848,4.47,0.181,0,4.9,False,20.7,607,0.629,45,0.1838,1,0.7638,0.2009,0.639,0.4304
AST-005010,Track,Branch_Line,NorthEastern,43.19,30,109.4,3.648,18.5,100,4893.9,0.983,0.245,0.304,1.0,0.495,3,11.4,True,8.0,540,0.481,5,0.8673,1,0.4627,0.95,0.1704,0.6621
AST-005011,Signal,Main_Line,Northern,10.95,15,55.4,3.691,51.5,80,3316.5,0.351,0.384,0.414,2.21,0.304,0,7.5,False,5.4,1698,0.463,44,0.6412,0,0.7968,0.8,0.6908,0.735
AST-005012,Level_Crossing,Branch_Line,Northern,1.59,60,40.8,0.68,38.9,110,884.1,0.284,0.461,0.448,4.33,0.146,0,22.1,False,56.3,609,0.013,23,0.0359,0,0.6971,0.1814,0.3875,0.3234
AST-005013,Bridge,Branch_Line,Southern,79.62,180,124.8,0.693,15.0,110,2218.9,0.638,0.235,0.475,3.31,0.614,0,29.0,False,4.3,1043,0.577,10,0.7239,0,0.5783,0.1849,0.4606,0.506
AST-005014,Points_and_Crossing,Siding,Southern,13.52,20,0.9,0.044,11.4,110,552.1,0.67,0.53,0.427,3.49,0.47,0,15.3,False,9.6,823,0.548,9,0.3774,0,0.5044,0.0116,0.4307,0.332
AST-005015,Level_Crossing,Main_Line,Northern,16.16,60,6.9,0.116,35.8,100,2566.5,0.266,0.355,0.292,3.71,0.07,1,25.2,False,63.6,1036,0.071,40,0.3393,0,0.7078,0.0809,0.5339,0.4144
AST-005016,Level_Crossing,Yard,Southern,1.44,60,70.2,1.17,18.3,60,2441.5,0.399,0.711,0.826,3.68,0.235,0,20.0,False,8.6,1399,0.103,10,0.5423,0,0.5108,0.3119,0.3955,0.4532
AST-005017,Track,Siding,NorthEastern,31.4,30,85.6,2.854,6.1,100,248.4,0.774,0.43,0.611,1.65,0.524,1,8.0,True,7.7,235,0.484,1,0.5726,0,0.2403,0.811,0.1223,0.465
AST-005018,Points_and_Crossing,Main_Line,Western,5.28,20,7.5,0.375,9.4,130,2816.0,0.542,0.179,0.317,3.83,0.272,0,13.5,False,10.6,623,0.135,5,0.3789,0,0.597,0.1001,0.308,0.364
AST-005019,Points_and_Crossing,Branch_Line,Southern,18.69,20,0.9,0.043,57.0,100,4175.1,0.678,0.18,0.266,2.75,0.509,0,34.4,True,39.4,848,0.392,18,0.5805,0,0.6979,0.0115,0.2541,0.4245
AST-005020,Track,Yard,NorthEastern,22.66,30,10.1,0.336,18.2,100,2232.3,0.69,0.294,0.31,3.94,0.432,1,18.2,True,21.5,561,0.253,6,0.1112,0,0.3804,0.1397,0.1323,0.2022
AST-005021,Track,Branch_Line,Eastern,33.11,30,15.6,0.521,42.2,100,507.7,0.723,0.192,0.455,2.5,0.493,1,25.8,False,30.9,425,0.42,42,0.4592,0,0.6887,0.1889,0.5644,0.4763
AST-005022,Track,Yard,Central,28.56,30,30.2,1.006,16.1,100,1211.1,0.596,0.59,0.394,3.96,0.315,1,5.1,True,55.9,575,0.202,5,0.3149,0,0.336,0.3182,0.1175,0.2924
AST-005023,Signal,Main_Line,Southern,10.62,15,56.6,3.773,10.3,100,5398.1,0.732,0.126,0.559,2.12,0.478,0,4.4,False,112.8,496,0.107,12,0.5617,0,0.6112,0.8,0.3327,0.6018
AST-005024,OHE,Main_Line,Southern,16.24,45,10.4,0.231,50.7,100,4493.1,0.706,0.552,0.199,3.14,0.507,0,22.2,False,26.1,577,0.241,52,0.3344,1,0.8654,0.0616,0.5996,0.4653
AST-005025,Track,Branch_Line,Southern,3.5,30,10.9,0.363,31.2,110,2354.0,0.662,0.254,0.199,4.57,0.384,0,13.6,True,20.9,452,0.278,7,0.2022,0,0.4901,0.0968,0.1341,0.252
AST-005026,Points_and_Crossing,Yard,Northern,7.18,20,18.8,0.938,14.9,100,2043.5,0.332,0.418,0.615,3.45,0.225,0,19.6,False,5.4,889,0.256,16,0.3406,0,0.553,0.25,0.4186,0.3934
AST-005027,Points_and_Crossing,Siding,Northern,2.3,20,75.6,3.778,11.0,80,1489.2,0.258,0.47,0.24,3.42,0.151,0,9.8,False,13.2,306,0.633,8,0.2731,0,0.4716,0.8,0.3988,0.4832
AST-005028,Track,Yard,Southern,13.79,30,19.6,0.654,18.9,80,1579.9,0.597,0.209,0.12,4.5,0.395,0,18.6,False,7.8,393,0.525,15,0.3963,0,0.5274,0.1744,0.4252,0.3845
AST-005029,Level_Crossing,Main_Line,Southern,18.62,60,51.3,0.855,54.3,60,4380.7,0.805,0.468,0.418,3.42,0.574,0,38.3,True,30.7,2479,0.026,12,0.4814,1,0.6085,0.2279,0.2818,0.4262
AST-005030,Signal,Yard,Southern,16.72,15,38.7,2.579,20.3,110,863.3,0.431,0.364,0.31,1.7,0.124,0,25.4,True,23.9,204,0.247,7,0.5884,0,0.373,0.6876,0.1073,0.4764
AST-005031,Bridge,Siding,Western,15.86,180,149.6,0.831,7.9,100,213.4,0.464,0.204,0.04,4.79,0.311,0,8.0,True,17.9,197,0.538,1,0.0239,0,0.2513,0.2216,0.1299,0.1574
AST-005032,OHE,Main_Line,NorthEastern,17.54,45,35.4,0.787,29.5,80,3795.1,1.0,0.332,0.58,2.04,0.635,0,8.1,True,17.6,1468,0.063,7,0.5774,1,0.4645,0.2097,0.1758,0.3914
AST-005033,Level_Crossing,Siding,Western,25.52,60,223.2,3.72,13.4,110,639.9,0.494,0.52,0.126,1.12,0.282,3,26.7,False,75.0,266,0.245,11,0.69,1,0.5199,0.95,0.3353,0.6508
AST-005034,Track,Siding,Central,10.84,30,67.7,2.257,6.9,60,1703.4,0.584,0.221,0.108,3.13,0.296,1,24.3,True,36.6,414,0.696,2,0.3207,0,0.2127,0.6519,0.1854,0.3508
AST-005035,Level_Crossing,Siding,Central,18.0,60,14.2,0.237,9.3,80,742.3,0.371,0.074,0.222,3.02,0.282,0,10.6,True,8.0,459,0.269,2,0.2449,0,0.2383,0.0632,0.1037,0.1763
AST-005036,Signal,Main_Line,NorthEastern,19.06,15,7.0,0.468,57.0,80,1144.7,0.77,0.236,0.206,3.16,0.479,0,26.6,False,42.9,1368,0.357,57,0.5536,0,0.7681,0.1249,0.7179,0.5354
AST-005037,Points_and_Crossing,Yard,Eastern,18.79,20,31.8,1.588,30.3,60,972.7,0.813,0.349,0.317,1.84,0.651,2,18.1,False,52.0,490,0.075,29,0.662,0,0.5462,0.5236,0.4251,0.5571
AST-005038,Track,Branch_Line,Western,3.33,30,3.5,0.116,11.1,100,2830.1,0.504,0.492,0.393,4.84,0.144,0,6.1,True,35.3,2083,0.611,3,0.1898,0,0.3513,0.031,0.3133,0.2171
AST-005039,Track,Siding,Southern,21.07,30,2.7,0.09,1.6,60,724.1,0.601,0.307,0.169,3.83,0.295,0,12.8,True,21.4,190,0.252,1,0.1299,0,0.1475,0.024,0.0721,0.1
AST-005040,Points_and_Crossing,Main_Line,Southern,10.17,20,10.9,0.546,41.9,100,4920.7,0.509,0.513,0.514,3.47,0.321,0,20.3,False,29.7,1136,0.377,33,0.2194,0,0.8194,0.1455,0.5626,0.4324
AST-005041,Signal,Main_Line,Central,12.48,15,3.3,0.217,38.2,100,4109.8,0.602,0.15,0.338,3.65,0.337,0,23.4,False,58.2,871,0.018,43,0.1891,0,0.77,0.058,0.527,0.3813
AST-005042,Track,Branch_Line,Western,23.18,30,1.8,0.06,17.1,130,2054.6,0.432,0.365,0.236,4.48,0.278,0,7.7,False,21.1,1054,0.235,10,0.3197,0,0.626,0.0159,0.3931,0.3466
AST-005043,Points_and_Crossing,Main_Line,Western,15.25,20,48.4,2.421,48.9,110,5841.7,0.506,0.448,0.152,1.93,0.429,0,20.4,True,53.2,870,0.131,17,0.6416,0,0.6878,0.6455,0.1979,0.5899
AST-005044,Track,Siding,Eastern,31.04,30,60.7,2.023,7.9,60,1109.0,0.754,0.207,0.566,2.56,0.589,2,19.4,True,31.8,556,0.331,2,0.7335,0,0.2012,0.6393,0.1242,0.4589
AST-005045,Points_and_Crossing,Yard,NorthEastern,4.99,20,20.0,1.0,24.0,60,628.8,0.742,0.503,0.316,3.81,0.399,0,25.6,False,25.5,1013,0.531,18,0.3879,1,0.4946,0.2668,0.4957,0.4058
AST-005046,Signal,Main_Line,Northern,13.68,15,4.6,0.307,32.1,130,2374.5,0.214,0.088,0.254,4.25,0.084,1,11.1,False,26.4,355,0.449,20,0.2563,0,0.7353,0.1317,0.436,0.3958
AST-005047,Level_Crossing,Branch_Line,NorthEastern,3.3,60,9.7,0.162,34.9,80,540.9,0.802,0.794,0.552,4.73,0.315,0,8.9,True,30.9,555,0.088,10,0.3173,0,0.4026,0.0432,0.1221,0.2451
AST-005048,Track,Main_Line,Northern,3.25,30,30.4,1.015,41.7,130,4679.0,0.471,0.313,0.456,3.94,0.227,0,16.2,False,6.9,710,0.35,24,0.1471,1,0.8684,0.2706,0.4692,0.4427
AST-005049,Track,Branch_Line,Central,26.83,30,6.8,0.227,30.2,130,2795.4,0.358,0.64,0.155,3.33,0.178,0,14.5,True,29.0,244,0.411,10,0.3002,0,0.5349,0.0604,0.1609,0.2898
AST-005050,Bridge,Siding,Northern,49.6,180,190.4,1.058,4.6,100,585.9,0.426,0.084,0.417,3.21,0.209,0,12.1,True,76.6,209,0.407,1,0.2447,1,0.2405,0.2821,0.1047,0.2318
AST-005051,Track,Branch_Line,Northern,36.24,30,13.9,0.462,28.5,80,2807.3,0.473,0.496,0.289,2.86,0.431,0,10.5,False,17.2,355,0.513,22,0.3723,1,0.628,0.1233,0.4606,0.4
AST-005052,Track,Main_Line,Southern,44.57,30,16.5,0.548,24.0,100,1017.2,0.555,0.551,0.32,2.85,0.318,0,20.7,False,23.0,1697,0.526,17,0.4688,1,0.5826,0.1462,0.5457,0.4338
AST-005053,Signal,Siding,Southern,22.29,15,15.5,1.034,7.4,100,476.7,0.84,0.481,0.254,2.67,0.499,1,10.7,True,23.7,225,0.289,2,0.5689,0,0.2562,0.3258,0.0882,0.3422
AST-005054,Points_and_Crossing,Main_Line,Southern,7.11,20,40.9,2.047,24.9,80,4023.6,0.45,0.402,0.373,3.45,0.141,0,13.4,False,12.4,773,0.244,21,0.3449,0,0.6404,0.5459,0.4357,0.4974
AST-005055,Points_and_Crossing,Siding,Southern,7.84,20,19.8,0.99,10.4,80,616.7,0.29,0.387,0.201,3.72,0.238,0,11.1,True,47.3,273,0.148,3,0.3082,0,0.2417,0.264,0.0699,0.2415
AST-005056,Track,Siding,NorthEastern,39.99,30,10.6,0.355,12.5,110,1337.2,0.783,0.206,0.415,3.48,0.327,0,3.6,True,17.5,426,0.507,3,0.4659,1,0.3351,0.0946,0.1544,0.2871
AST-005057,Points_and_Crossing,Siding,Central,16.36,20,46.6,2.329,6.3,60,790.4,0.506,0.162,0.53,1.8,0.291,1,16.7,True,9.9,111,0.4,1,0.3948,0,0.1813,0.6709,0.0951,0.3548
